cust_id,tradeline_id,credit_type,is_active,sanction_amount,current_balance,emi_amount,dpd_history,written_off_flag,last_payment_date,opened_date,max_dpd,dpd_months
CUST100235,TL1000845,Auto,1,181583,102459,2846,"0,0,0,30,0,0,0,0,0,0,0,0",0,2023-04-01,2020-04-30,30,1
CUST100235,TL1000846,CD,0,13594,1531,63,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-02-04,2017-03-05,0,0
CUST100235,TL1000847,PL,1,76668,34948,3883,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-23,2019-10-13,0,0
CUST100235,TL1000848,CD,1,12899,3056,127,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-03,2021-02-18,0,0
CUST100235,TL1000849,CC,0,35140,156,4,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-20,2022-04-26,0,0
CUST100235,TL1000850,PL,0,74645,29737,3304,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-08-08,2019-06-24,0,0
CUST100235,TL1000851,PL,0,89815,37721,6286,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-21,2019-06-27,0,0
CUST100236,TL1000852,CD,1,8868,4097,170,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-06,2020-04-28,0,0
CUST100238,TL1000853,CD,0,6560,845,23,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-05,2017-10-22,0,0
CUST100238,TL1000854,PL,1,44594,27950,776,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-03,2023-05-11,0,0
CUST100238,TL1000855,PL,1,51575,20764,1730,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-16,2017-07-28,0,0
CUST100239,TL1000856,Auto,1,50411,22399,622,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-07,2022-06-27,0,0
CUST100239,TL1000857,PL,1,26812,3347,92,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-02-11,2018-03-19,0,0
CUST100239,TL1000858,CC,1,12854,1233,137,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-26,2015-12-06,0,0
CUST100239,TL1000859,PL,1,44259,11296,313,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-06-28,2018-02-12,0,0
CUST100239,TL1000860,PL,1,24448,8428,351,"0,30,0,0,0,0,0,0,0,0,0,0",0,2023-01-28,2023-01-01,30,1
CUST100239,TL1000861,CC,0,16512,2648,882,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-22,2017-10-13,0,0
CUST100241,TL1000862,PL,1,54974,29928,1247,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-02,2022-12-12,0,0
CUST100241,TL1000863,PL,1,59028,4598,191,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-05,2016-12-21,0,0
CUST100241,TL1000864,CD,1,10886,5147,428,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-26,2023-06-03,0,0
CUST100241,TL1000865,CC,1,20045,1694,47,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-02-01,2022-07-06,0,0
CUST100241,TL1000866,PL,1,48830,15541,431,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-10-04,2023-04-03,0,0
CUST100243,TL1000867,CD,1,3019,72,8,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-22,2023-05-22,0,0
CUST100243,TL1000868,PL,1,13863,4612,512,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-29,2017-07-08,0,0
CUST100243,TL1000869,CC,0,7907,4662,129,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-07,2020-12-12,0,0
CUST100244,TL1000870,CC,1,10046,925,38,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-14,2018-06-19,0,0
CUST100244,TL1000871,PL,0,30877,7440,826,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-05,2019-11-01,0,0
CUST100244,TL1000872,CD,0,3357,732,122,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-05-21,2017-11-11,0,0
CUST100244,TL1000873,CC,1,6096,1683,561,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-05,2023-08-28,0,0
CUST100246,TL1000874,CC,1,62874,11375,3791,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-30,2019-08-23,0,0
CUST100246,TL1000875,Auto,1,257194,9262,257,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-13,2018-08-12,0,0
CUST100246,TL1000876,Auto,0,244437,35141,3904,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-29,2015-01-26,0,0
CUST100246,TL1000877,PL,1,145305,14396,399,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-13,2018-01-27,0,0
CUST100247,TL1000878,PL,1,89604,6412,534,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-20,2016-04-22,0,0
CUST100247,TL1000879,PL,1,90295,7242,1207,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-11,2023-06-23,0,0
CUST100247,TL1000880,PL,0,88653,12395,1032,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-09,2016-08-08,0,0
CUST100247,TL1000881,PL,1,107203,86512,9612,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-20,2020-08-04,0,0
CUST100248,TL1000882,CD,1,9637,971,26,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-21,2019-11-02,0,0
CUST100248,TL1000883,CD,0,9458,1664,277,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-13,2017-01-28,0,0
CUST100248,TL1000884,PL,1,71177,53001,5889,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-03,2021-05-10,0,0
CUST100248,TL1000885,PL,1,58869,15081,1256,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-03,2016-10-21,0,0
CUST100248,TL1000886,Auto,0,120081,93396,15566,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-10-12,2020-07-03,0,0
CUST100248,TL1000887,CC,1,25988,2341,195,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-30,2015-06-29,0,0
CUST100249,TL1000888,CC,1,33576,8573,952,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-04,2022-10-30,0,0
CUST100251,TL1000889,PL,0,96298,60968,20322,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-10-07,2023-03-01,0,0
CUST100251,TL1000890,PL,0,107791,7044,2348,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-19,2019-08-01,0,0
CUST100251,TL1000891,PL,1,106071,20916,2324,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-06,2015-02-06,0,0
CUST100252,TL1000892,CD,1,8454,3855,160,"0,0,30,30,0,0,0,0,0,0,0,0",0,2023-09-13,2015-09-30,30,2
CUST100253,TL1000893,CC,1,19374,9590,3196,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-24,2022-09-16,0,0
CUST100253,TL1000894,CD,1,7296,1838,204,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-10,2017-03-14,0,0
CUST100253,TL1000895,CC,1,20536,5607,623,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-06-14,2015-10-30,0,0
CUST100254,TL1000896,PL,1,71112,21408,594,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-14,2019-10-25,0,0
CUST100254,TL1000897,CD,1,13572,1333,37,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-09,2015-12-12,0,0
CUST100254,TL1000898,PL,1,76262,32342,3593,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-31,2016-03-15,0,0
CUST100255,TL1000899,CC,1,18208,4250,354,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-29,2021-06-27,0,0
CUST100255,TL1000900,CC,1,17510,1475,61,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-13,2021-10-14,0,0
CUST100255,TL1000901,CC,0,16469,1996,83,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-18,2018-01-11,0,0
CUST100255,TL1000902,PL,0,34089,5784,160,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-06,2021-10-14,0,0
CUST100255,TL1000903,CC,1,15699,4591,1530,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-11,2015-05-08,0,0
CUST100256,TL1000904,CC,0,39331,31322,10440,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-10-24,2018-07-17,0,0
CUST100256,TL1000905,Auto,1,154793,28583,793,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-05-07,2021-08-11,0,0
CUST100256,TL1000906,PL,1,75851,21954,7318,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-28,2021-11-05,0,0
CUST100256,TL1000907,Auto,1,195294,44117,7352,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-08-10,2017-08-15,0,0
CUST100257,TL1000908,CD,1,4842,2331,259,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-04,2020-01-30,0,0
CUST100257,TL1000909,PL,1,34924,3513,1171,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-17,2022-05-10,0,0
CUST100257,TL1000910,CC,0,21807,1666,555,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-25,2020-04-10,0,0
CUST100257,TL1000911,CC,1,22882,3937,437,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-02,2017-03-26,0,0
CUST100257,TL1000912,PL,1,37530,16525,5508,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-10-06,2016-08-20,0,0
CUST100257,TL1000913,CC,1,17999,4359,484,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-10-08,2021-04-02,0,0
CUST100258,TL1000914,CC,0,27697,5866,1955,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-03,2018-05-26,0,0
CUST100258,TL1000915,PL,1,55073,19393,1616,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-16,2022-07-30,0,0
CUST100258,TL1000916,PL,0,46983,6025,1004,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-18,2021-08-08,0,0
CUST100258,TL1000917,PL,1,52500,1107,92,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-06,2019-07-27,0,0
CUST100258,TL1000918,PL,1,48001,7439,2479,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-13,2022-03-13,0,0
CUST100258,TL1000919,CC,1,19854,6945,2315,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-12,2022-03-10,0,0
CUST100259,TL1000920,PL,1,78921,45227,7537,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-21,2021-04-07,0,0
CUST100259,TL1000921,PL,1,90006,17168,1430,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-21,2018-03-03,0,0
CUST100259,TL1000922,PL,1,85816,11587,3862,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-04,2022-04-01,0,0
CUST100260,TL1000923,PL,1,87133,8864,1477,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-14,2015-09-09,0,0
CUST100260,TL1000924,CC,0,38358,5444,907,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-03,2020-10-24,0,0
CUST100260,TL1000925,CC,1,41215,3537,1179,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-27,2018-10-25,0,0
CUST100260,TL1000926,CD,1,14437,4010,668,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-18,2017-08-21,0,0
CUST100260,TL1000927,PL,1,88147,29874,4979,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-23,2023-06-05,0,0
CUST100260,TL1000928,PL,0,99695,19487,6495,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-14,2023-12-05,0,0
CUST100261,TL1000929,CD,1,6630,2011,167,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-07,2019-12-12,0,0
CUST100261,TL1000930,Auto,1,88787,38016,12672,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-30,2022-06-10,0,0
CUST100261,TL1000931,CC,0,15306,1692,70,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-03,2023-02-15,0,0
CUST100261,TL1000932,CC,1,12721,3241,540,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-08-22,2017-07-12,0,0
CUST100261,TL1000933,CC,1,16498,3451,575,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-10,2020-02-10,0,0
CUST100261,TL1000934,CD,0,6058,1573,43,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-10-15,2019-03-26,0,0
CUST100262,TL1000935,CC,1,25179,5073,845,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-11,2022-04-11,0,0
CUST100262,TL1000936,CD,0,7141,1818,303,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-08-18,2015-10-24,0,0
CUST100262,TL1000937,CC,0,23344,8604,956,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-03,2016-04-20,0,0
CUST100263,TL1000938,PL,1,114314,54359,1509,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-13,2015-10-08,0,0
CUST100263,TL1000939,CC,1,52701,22939,1911,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-03,2016-10-30,0,0
CUST100263,TL1000940,CC,0,53950,21204,7068,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-01,2022-03-25,0,0
CUST100263,TL1000941,CC,1,50207,5608,623,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-17,2016-08-10,0,0
CUST100263,TL1000942,CD,1,18133,11130,309,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-27,2019-04-24,0,0
CUST100264,TL1000943,CC,1,22156,873,36,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-10-04,2019-05-03,0,0
CUST100265,TL1000944,PL,1,78895,18618,517,"0,0,0,0,0,0,0,30,0,0,0,0",0,2024-03-30,2016-05-23,30,1
CUST100265,TL1000945,PL,1,76147,15285,5095,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-20,2023-07-26,0,0
CUST100265,TL1000946,PL,1,63901,42632,4736,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-13,2016-12-08,0,0
CUST100265,TL1000947,PL,0,80990,55178,4598,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-29,2022-11-16,0,0
CUST100266,TL1000948,PL,1,60978,2537,281,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-05-20,2018-02-06,0,0
CUST100266,TL1000949,CD,1,8800,5193,865,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-10-16,2021-09-07,0,0
CUST100266,TL1000950,CC,1,23371,4566,380,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-02-05,2016-06-01,0,0
CUST100266,TL1000951,PL,1,41964,6780,565,"0,0,0,0,0,0,0,0,0,60,0,0",0,2023-11-20,2020-01-24,60,1
CUST100267,TL1000952,CC,1,38015,3930,655,"0,0,0,0,0,0,0,0,0,0,0,90",0,2023-09-01,2022-09-28,90,1
CUST100267,TL1000953,CC,1,38216,21952,2439,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-11,2022-08-27,0,0
CUST100268,TL1000954,CD,0,1361,218,72,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-29,2019-07-06,0,0
CUST100268,TL1000955,CD,1,2496,1600,266,"0,0,0,0,0,30,0,0,0,0,0,0",0,2023-09-23,2018-03-09,30,1
CUST100268,TL1000956,PL,1,31007,13728,572,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-06-13,2018-02-24,0,0
CUST100268,TL1000957,CD,0,1776,446,49,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-02,2019-05-31,0,0
CUST100269,TL1000958,CD,0,9838,3757,417,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-08,2016-10-22,0,0
CUST100269,TL1000959,CC,1,27839,7172,597,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-03,2015-04-22,0,0
CUST100269,TL1000960,CC,1,27356,13372,1485,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-05,2021-09-20,0,0
CUST100269,TL1000961,PL,1,60633,3228,134,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-01,2015-03-24,0,0
CUST100269,TL1000962,CD,1,11267,3503,145,"0,0,30,0,0,0,0,0,0,0,0,0",0,2023-05-14,2023-02-12,30,1
CUST100269,TL1000963,PL,0,51655,20320,564,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-24,2021-11-22,0,0
CUST100269,TL1000964,CC,1,28232,11673,3891,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-05,2023-04-13,0,0
CUST100270,TL1000965,PL,1,52597,14365,1596,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-08-24,2021-02-19,0,0
CUST100270,TL1000966,PL,1,59323,5798,483,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-20,2021-09-20,0,0
CUST100270,TL1000967,CC,0,18516,8168,1361,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-16,2020-02-24,0,0
CUST100270,TL1000968,PL,1,51892,2945,981,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-10,2017-02-16,0,0
CUST100271,TL1000969,CC,0,35704,17145,2857,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-15,2015-03-28,0,0
CUST100271,TL1000970,CD,1,14490,2810,468,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-05-29,2016-11-26,0,0
CUST100271,TL1000971,PL,0,88199,12926,359,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-25,2015-04-09,0,0
CUST100271,TL1000972,PL,1,83090,54655,2277,"0,0,0,0,0,0,0,0,60,0,0,0",0,2024-06-24,2018-03-15,60,1
CUST100272,TL1000973,CD,1,12345,5935,1978,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-10-29,2015-06-16,0,0
CUST100272,TL1000974,PL,0,65106,10749,3583,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-06-12,2023-03-09,0,0
CUST100272,TL1000975,CC,1,30825,2368,263,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-18,2017-06-20,0,0
CUST100272,TL1000976,CD,1,11718,2212,737,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-19,2019-02-11,0,0
CUST100273,TL1000977,CC,0,28556,6706,745,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-05,2018-04-01,0,0
CUST100273,TL1000978,CD,1,10099,7207,2402,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-08,2020-02-13,0,0
CUST100273,TL1000979,CC,1,27526,11920,1324,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-20,2022-11-19,0,0
CUST100273,TL1000980,PL,1,59177,9614,1602,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-26,2023-01-24,0,0
CUST100274,TL1000981,CD,0,28031,8418,1403,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-24,2015-05-16,0,0
CUST100274,TL1000982,CD,1,28089,3885,647,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-01,2017-10-29,0,0
CUST100274,TL1000983,PL,1,167574,23492,1957,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-01,2017-08-05,0,0
CUST100275,TL1000984,PL,1,80713,848,23,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-27,2022-07-29,0,0
CUST100275,TL1000985,PL,0,72388,8159,339,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-12,2023-01-08,0,0
CUST100275,TL1000986,PL,0,74210,6201,689,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-16,2022-08-25,0,0
CUST100275,TL1000987,CD,1,13183,937,312,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-30,2019-02-16,0,0
CUST100277,TL1000988,CC,1,15946,4034,1344,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-06-06,2020-01-07,0,0
CUST100277,TL1000989,PL,1,26242,11363,1893,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-18,2021-08-31,0,0
CUST100277,TL1000990,CD,0,5845,1596,266,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-02-09,2020-09-05,0,0
CUST100277,TL1000991,Auto,1,62561,9866,822,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-07,2016-09-29,0,0
CUST100279,TL1000992,PL,0,23475,7995,888,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-05-04,2022-05-07,0,0
CUST100279,TL1000993,PL,1,25311,9419,784,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-19,2023-06-08,0,0
CUST100279,TL1000994,CD,1,4644,2216,92,"0,0,30,0,0,0,0,0,0,0,0,0",0,2024-07-26,2019-12-12,30,1
CUST100281,TL1000995,CD,0,11721,6225,2075,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-29,2023-04-18,0,0
CUST100281,TL1000996,CD,1,10839,3978,442,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-07,2023-04-09,0,0
CUST100281,TL1000997,CC,0,29195,15393,1710,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-03,2023-04-20,0,0
CUST100281,TL1000998,PL,1,72782,13688,570,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-06-30,2016-01-13,0,0
CUST100283,TL1000999,Auto,1,76254,30758,2563,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-02-15,2015-04-29,0,0
CUST100283,TL1001000,PL,0,33764,20263,844,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-24,2020-05-16,0,0
CUST100283,TL1001001,PL,1,13688,7022,2340,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-05,2016-01-30,0,0
CUST100283,TL1001002,CC,1,12869,5219,1739,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-28,2022-02-05,0,0
CUST100283,TL1001003,CD,1,4390,371,123,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-21,2023-01-20,0,0
CUST100283,TL1001004,PL,1,33529,26739,8913,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-01,2023-06-02,0,0
CUST100283,TL1001005,PL,1,24624,3071,127,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-28,2020-11-24,0,0
CUST100285,TL1001006,PL,0,50265,24642,684,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-15,2022-06-03,0,0
CUST100285,TL1001007,PL,0,80274,17918,2986,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-17,2017-09-29,0,0
CUST100285,TL1001008,CD,0,12566,4050,112,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-08-12,2018-04-09,0,0
CUST100285,TL1001009,CC,1,28874,8854,1475,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-31,2020-11-06,0,0
CUST100285,TL1001010,CC,0,27598,2561,106,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-12-07,2018-12-13,0,0
CUST100285,TL1001011,CD,1,10124,2489,103,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-30,2018-09-27,0,0
CUST100286,TL1001012,CD,1,15584,3248,270,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-01,2020-10-08,0,0
CUST100286,TL1001013,PL,1,105501,32353,5392,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-12-16,2022-12-20,0,0
CUST100286,TL1001014,PL,1,85813,49363,2056,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-12,2019-12-29,0,0
CUST100287,TL1001015,CC,1,20673,4691,390,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-07-15,2021-08-22,0,0
CUST100287,TL1001016,CD,1,9489,1713,47,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-11-20,2021-02-16,0,0
CUST100287,TL1001017,CD,0,6907,1537,170,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-10,2023-01-13,0,0
CUST100287,TL1001018,PL,1,40234,16525,2754,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-09-13,2017-10-03,0,0
CUST100287,TL1001019,PL,0,44206,1444,60,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-27,2018-07-11,0,0
CUST100287,TL1001020,CC,1,22169,9616,400,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-08-08,2016-06-19,0,0
CUST100287,TL1001021,PL,1,43434,26645,1110,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-06-02,2023-03-20,0,0
CUST100287,TL1001022,CC,1,25791,1606,178,"0,60,0,0,0,0,0,0,0,0,0,0",0,2023-04-11,2017-12-12,60,1
CUST100287,TL1001023,CC,1,18727,4099,1366,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-06-04,2017-08-29,0,0
CUST100288,TL1001024,PL,0,5000,3265,272,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-04-15,2023-05-17,0,0
CUST100289,TL1001025,CD,1,21408,10235,3411,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-20,2022-01-28,0,0
CUST100289,TL1001026,CC,1,61162,27685,769,"0,0,0,0,0,0,30,0,0,0,0,0",0,2024-01-19,2020-03-01,30,1
CUST100289,TL1001027,PL,1,115943,55003,9167,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-07-02,2018-07-25,0,0
CUST100290,TL1001028,CD,0,20511,1496,249,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-03-08,2015-10-20,0,0
CUST100290,TL1001029,CD,1,20128,9707,404,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-15,2021-02-07,0,0
CUST100290,TL1001030,PL,0,117968,14564,404,"0,0,0,0,0,60,0,0,0,0,0,0",0,2024-11-15,2019-06-09,60,1
CUST100290,TL1001031,PL,1,125452,3396,377,"0,0,0,0,0,0,0,0,0,0,0,60",0,2023-10-05,2017-09-12,60,1
CUST100290,TL1001032,PL,1,113676,43946,7324,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-05-16,2023-07-26,0,0
CUST100290,TL1001033,PL,0,121519,19926,2214,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-01-25,2016-01-31,0,0
CUST100291,TL1001034,PL,1,13585,5008,208,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-20,2022-04-29,0,0
CUST100291,TL1001035,PL,1,14201,6005,1000,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-03-30,2018-11-09,0,0
CUST100291,TL1001036,CC,1,10234,8355,1392,"90,0,0,0,0,0,0,0,0,0,0,0",0,2023-04-04,2018-10-24,90,1
CUST100291,TL1001037,PL,1,14134,9673,1074,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-01-13,2019-05-22,0,0
CUST100291,TL1001038,PL,0,10047,1314,54,"0,0,0,0,0,0,0,0,0,0,0,0",0,2023-09-22,2021-01-16,0,0
CUST100291,TL1001039,CC,0,8469,4473,372,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-20,2015-10-18,0,0
CUST100292,TL1001040,PL,0,65603,2192,91,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-08-21,2019-07-21,0,0
CUST100292,TL1001041,PL,1,81913,20871,6957,"0,0,0,0,0,0,0,0,0,0,0,0",0,2024-11-27,2017-07-28,0,0
