cust_id,app_id,application_date,age,gender,city_tier,residence_type,income_monthly,employment_type,loan_amount_requested,channel,device_score,bureau_score,bureau_vintage_months,total_tradelines,active_tradelines,total_sanctioned
CUST102033,APP202033,31/05/24,47,M,1,Family,59239,Salaried,75000,Online,0.086,,,0,0,0
CUST102034,APP202034,17/07/23,48,M,3,Owned,32147,Salaried,90000,Branch,0.077,679,53,6,3,230956
CUST102035,APP202035,18/10/23,42,F,1,Owned,16148,Salaried,140000,Online,0.776,,,0,0,0
CUST102036,APP202036,29/04/23,34,F,1,Owned,59229,Self-employed,135000,Online,0.465,759,72,3,2,135649
CUST102037,APP202037,17/06/24,27,M,1,Owned,15940,Salaried,165000,Online,0.381,680,54,6,4,113600
CUST102038,APP202038,17/12/24,57,M,1,Owned,14313,Salaried,50000,Online,0.11,665,99,3,3,40085
CUST102039,APP202039,04/01/24,42,M,1,Rented,21646,Salaried,120000,Branch,0.534,662,119,4,2,58678
CUST102040,APP202040,22/02/23,25,M,1,Owned,92348,Self-employed,170000,Branch,0.074,793,108,6,4,570546
CUST102041,APP202041,12/03/23,22,F,1,Rented,27308,Salaried,135000,Partner,0.66,766,14,3,2,96932
CUST102042,APP202042,08/10/24,47,M,2,Rented,6878,Self-employed,100000,Online,0.524,711,28,3,2,13888
CUST102043,APP202043,08/03/23,41,F,2,Family,68737,Salaried,125000,Online,0.708,690,7,4,1,448789
CUST102044,APP202044,14/03/23,35,M,1,Family,94214,Salaried,130000,Online,0.211,,,1,0,178874
CUST102045,APP202045,02/12/23,41,M,2,Rented,37418,Self-employed,105000,Partner,0.471,725,64,2,2,63133
CUST102046,APP202046,17/03/23,30,M,2,Rented,43746,Self-employed,65000,Online,0.243,,,0,0,0
CUST102047,APP202047,01/08/24,43,M,1,Owned,13310,Salaried,165000,Referral,0.236,777,42,3,3,82911
CUST102048,APP202048,27/07/24,25,F,3,Owned,41039,Salaried,50000,Online,0.198,,,1,1,30711
CUST102049,APP202049,17/10/23,21,M,2,Owned,26327,Salaried,140000,Online,0.157,741,13,5,1,175997
CUST102050,APP202050,22/09/24,33,F,1,Rented,66326,Salaried,165000,Branch,0.542,836,101,3,2,333802
CUST102051,APP202051,12/04/23,41,M,3,Rented,55296,Salaried,55000,Partner,0.444,,,1,1,41824
CUST102052,APP202052,08/03/24,46,F,3,Owned,68278,Salaried,70000,Partner,0.533,715,30,3,3,95476
CUST102053,APP202053,16/02/23,41,M,3,Family,65877,Salaried,100000,Branch,0.534,666,66,3,3,92960
CUST102054,APP202054,31/03/24,38,F,2,Rented,12512,Salaried,180000,Branch,0.111,711,33,7,5,55067
CUST102055,APP202055,12/03/24,57,F,1,Owned,16722,Salaried,100000,Branch,0.207,703,102,3,3,62297
CUST102056,APP202056,12/03/24,52,F,1,Owned,32936,Self-employed,40000,Branch,0.248,774,50,1,0,51392
CUST102057,APP202057,14/09/23,56,M,2,Family,41237,Salaried,75000,Online,0.295,693,42,3,1,196731
CUST102058,APP202058,04/06/24,37,F,3,Owned,41285,Salaried,165000,Online,0.091,,,0,0,0
CUST102059,APP202059,05/04/23,55,M,2,Owned,37282,Salaried,95000,Partner,0.653,733,23,4,3,189920
CUST102060,APP202060,16/11/23,31,M,3,Owned,36579,Self-employed,60000,Online,0.309,,,0,0,0
CUST102061,APP202061,02/10/23,41,M,1,Owned,31453,Self-employed,85000,Partner,0.743,786,36,9,8,399381
CUST102062,APP202062,09/11/24,46,M,1,Rented,73686,Salaried,165000,Branch,0.376,,,1,1,61203
CUST102063,APP202063,31/05/24,24,F,3,Owned,16805,Salaried,100000,Online,0.045,766,61,2,1,10051
CUST102064,APP202064,05/08/24,54,M,2,Rented,52345,Self-employed,155000,Online,0.109,710,109,6,4,777962
CUST102065,APP202065,25/11/23,38,M,3,Family,37304,Self-employed,190000,Online,0.232,709,27,4,3,167376
CUST102066,APP202066,05/11/24,55,F,2,Rented,61531,Salaried,95000,Online,0.492,794,32,4,3,290265
CUST102067,APP202067,12/12/24,49,M,1,Family,41888,Salaried,95000,Online,0.491,715,51,2,1,113093
CUST102068,APP202068,14/07/24,49,F,2,Owned,126540,Salaried,65000,Partner,0.397,681,72,5,5,1121343
CUST102069,APP202069,09/02/23,41,M,3,Owned,42139,Salaried,190000,Branch,0.398,720,77,4,2,299881
CUST102070,APP202070,12/08/23,33,M,2,Owned,6000,Self-employed,5000,Partner,0.24,658,81,7,6,43455
CUST102071,APP202071,11/04/24,37,M,1,Rented,20067,Salaried,55000,Online,0.532,,,0,0,0
CUST102072,APP202072,31/08/23,29,F,1,Family,36149,Salaried,135000,Partner,0.17,723,110,3,2,161624
CUST102073,APP202073,01/10/23,21,F,2,Owned,13769,Salaried,185000,Referral,0.58,692,42,8,5,73480
CUST102074,APP202074,22/03/23,22,F,1,Rented,10033,Salaried,195000,Online,0.161,779,116,7,5,85806
CUST102075,APP202075,24/03/24,49,M,2,Owned,18508,Self-employed,5000,Partner,0.089,748,78,2,0,54843
CUST102076,APP202076,30/01/24,53,M,1,Owned,104482,Salaried,75000,Online,0.508,643,7,3,2,92054
CUST102077,APP202077,15/06/23,30,M,1,Owned,22704,Salaried,90000,Partner,0.521,652,94,1,1,27551
CUST102078,APP202078,01/05/23,41,M,3,Rented,58814,Self-employed,125000,Online,0.192,707,11,3,3,153270
CUST102079,APP202079,25/05/24,48,M,2,Owned,13870,Salaried,5000,Referral,0.448,,,1,1,27613
CUST102080,APP202080,10/01/24,31,F,3,Owned,114507,Salaried,95000,Online,0.52,740,61,3,3,620794
CUST102081,APP202081,24/06/23,54,M,1,Owned,25850,Salaried,170000,Online,0.323,645,61,1,1,50067
CUST102082,APP202082,20/10/24,28,M,3,Owned,60182,Salaried,50000,Online,0.229,815,118,8,6,664631
CUST102083,APP202083,26/03/23,42,F,1,Rented,48657,Self-employed,60000,Partner,0.353,697,36,3,3,170210
CUST102084,APP202084,29/09/23,28,F,1,Owned,35181,Self-employed,195000,Partner,0.448,711,71,5,2,203991
CUST102085,APP202085,18/10/24,35,M,3,Owned,56385,Salaried,10000,Online,0.542,704,103,2,2,106549
CUST102086,APP202086,08/03/24,37,M,2,Rented,41904,Salaried,160000,Online,0.512,,,0,0,0
CUST102087,APP202087,13/10/23,43,M,1,Owned,66291,Salaried,130000,Online,0.062,722,81,5,4,434622
CUST102088,APP202088,31/03/23,44,M,3,Family,12379,Salaried,100000,Partner,0.502,,,0,0,0
CUST102089,APP202089,15/08/24,39,F,2,Rented,54780,Salaried,30000,Branch,0.315,,,0,0,0
CUST102090,APP202090,05/08/23,25,M,3,Owned,50382,Salaried,35000,Online,0.429,783,71,4,4,85297
CUST102091,APP202091,21/03/24,52,F,2,Owned,17664,Salaried,10000,Online,0.262,659,18,1,1,13649
CUST102092,APP202092,25/06/23,21,F,2,Family,21183,Salaried,85000,Online,0.243,658,90,5,2,191239
CUST102093,APP202093,18/09/24,43,M,1,Owned,34428,Salaried,130000,Online,0.404,687,68,1,1,11081
CUST102094,APP202094,30/11/23,57,M,1,Owned,100701,Self-employed,155000,Partner,0.224,684,79,1,1,185223
CUST102095,APP202095,18/10/24,28,M,2,Rented,51876,Salaried,170000,Online,0.153,698,45,6,6,283498
CUST102096,APP202096,11/03/24,33,F,2,Owned,44998,Salaried,90000,Online,0.307,,,0,0,0
CUST102097,APP202097,19/08/24,28,M,1,Owned,54467,Salaried,70000,Branch,0.35,,,0,0,0
CUST102098,APP202098,27/09/24,43,M,1,Rented,83486,Salaried,25000,Branch,0.189,629,84,4,3,520134
CUST102099,APP202099,27/04/24,21,M,1,Rented,114729,Salaried,115000,Referral,0.337,756,59,4,1,1018372
CUST102100,APP202100,21/04/24,44,M,3,Family,41648,Salaried,5000,Online,0.43,864,19,1,1,69612
CUST102101,APP202101,08/06/24,55,F,2,Owned,34396,Self-employed,100000,Online,0.279,761,94,8,5,417457
CUST102102,APP202102,14/05/24,44,M,2,Rented,21535,Salaried,10000,Partner,0.045,704,89,2,1,26124
CUST102103,APP202103,08/03/24,37,M,3,Owned,12556,Salaried,185000,Partner,0.535,726,104,2,2,14227
CUST102104,APP202104,21/01/23,25,M,2,Owned,36372,Salaried,5000,Branch,0.441,,,0,0,0
CUST102105,APP202105,18/04/24,40,M,3,Owned,42672,Self-employed,50000,Online,0.476,763,99,1,0,15907
CUST102106,APP202106,22/12/24,41,F,1,Owned,69359,Salaried,25000,Branch,0.206,681,7,4,3,347440
CUST102107,APP202107,25/05/24,51,F,1,Rented,33308,Salaried,65000,Online,0.223,738,56,6,5,301914
CUST102108,APP202108,06/10/24,56,M,1,Owned,13673,Self-employed,20000,Online,0.065,758,104,8,5,131983
CUST102109,APP202109,22/06/24,31,M,2,Rented,34702,Salaried,120000,Online,0.646,624,22,7,4,332815
CUST102110,APP202110,27/07/23,35,M,3,Owned,59383,Salaried,135000,Branch,0.194,723,90,3,1,207682
CUST102111,APP202111,23/01/23,39,M,2,Owned,28808,Salaried,180000,Online,0.341,706,43,7,5,360266
CUST102112,APP202112,21/05/23,27,M,1,Rented,49326,Salaried,180000,Partner,0.398,,,0,0,0
CUST102113,APP202113,01/08/23,48,F,2,Rented,14466,Salaried,10000,Online,0.057,762,69,4,4,44332
CUST102114,APP202114,29/06/24,25,M,2,Rented,44985,Salaried,160000,Online,0.566,677,112,5,2,185815
CUST102115,APP202115,15/08/24,25,F,1,Rented,15367,Self-employed,85000,Partner,0.257,672,38,4,3,22566
CUST102116,APP202116,28/08/23,50,M,2,Owned,125045,Salaried,60000,Online,0.266,,,0,0,0
CUST102117,APP202117,16/12/24,52,F,3,Family,40755,Self-employed,60000,Partner,0.471,,,0,0,0
CUST102118,APP202118,21/09/23,28,M,3,Owned,18123,Salaried,105000,Online,0.269,665,21,5,3,111330
CUST102119,APP202119,30/09/23,30,F,2,Rented,55269,Salaried,40000,Online,0.594,785,42,2,1,110365
CUST102120,APP202120,05/01/23,52,M,1,Family,47219,Self-employed,110000,Partner,0.523,680,86,4,4,172540
CUST102121,APP202121,21/05/23,48,M,1,Owned,13590,Salaried,50000,Branch,0.497,709,65,4,4,82503
CUST102122,APP202122,06/11/24,37,F,2,Owned,70270,Self-employed,100000,Online,0.179,749,35,4,4,313061
CUST102123,APP202123,22/04/23,51,M,2,Rented,12502,Salaried,140000,Partner,0.477,677,108,8,7,208816
CUST102124,APP202124,15/03/24,28,F,1,Rented,41469,Salaried,125000,Online,0.06,721,15,3,2,277086
CUST102125,APP202125,25/05/24,45,F,1,Owned,23811,Self-employed,140000,Branch,0.675,684,115,6,4,180942
CUST102126,APP202126,08/11/23,29,M,3,Rented,41223,Salaried,20000,Referral,0.371,701,7,4,1,86813
CUST102127,APP202127,24/02/23,22,M,3,Owned,39041,Salaried,130000,Online,0.14,720,79,4,4,156438
CUST102128,APP202128,21/04/23,35,M,2,Family,55891,Salaried,65000,Online,0.372,768,58,5,3,463301
CUST102129,APP202129,29/07/24,23,M,1,Owned,42165,Salaried,95000,Branch,0.353,,,0,0,0
CUST102130,APP202130,06/05/24,56,M,1,Rented,35169,Salaried,170000,Online,0.471,700,6,1,1,28793
CUST102131,APP202131,24/01/23,24,F,1,Owned,38762,Salaried,80000,Online,0.474,700,52,2,2,101176
CUST102132,APP202132,13/03/23,34,M,2,Owned,14956,Salaried,20000,Online,0.437,676,70,4,4,94555
CUST102133,APP202133,02/08/24,45,M,1,Owned,43184,Salaried,100000,Partner,0.391,770,29,1,1,13210
CUST102134,APP202134,17/02/24,30,M,3,Owned,53407,Salaried,130000,Partner,0.418,750,89,5,4,372478
CUST102135,APP202135,17/06/23,41,M,3,Rented,15467,Salaried,190000,Online,0.296,686,68,5,4,108082
CUST102136,APP202136,20/10/23,56,M,1,Rented,17355,Salaried,150000,Online,0.225,657,84,8,6,181107
CUST102137,APP202137,23/11/23,32,F,2,Owned,16315,Salaried,30000,Online,0.82,689,62,5,4,92835
CUST102138,APP202138,19/12/23,47,F,2,Owned,45587,Self-employed,190000,Online,0.386,,,0,0,0
CUST102139,APP202139,22/09/23,22,M,3,Family,46921,Salaried,65000,Online,0.333,714,71,5,3,243911
CUST102140,APP202140,03/05/23,33,F,3,Family,14675,Salaried,180000,Online,0.073,706,83,2,2,30116
CUST102141,APP202141,15/10/23,52,M,1,Owned,42848,Salaried,85000,Online,0.358,727,70,2,2,150733
CUST102142,APP202142,31/08/23,51,F,1,Rented,101008,Salaried,135000,Branch,0.279,756,106,6,5,975760
CUST102143,APP202143,14/07/24,36,F,2,Owned,11459,Salaried,175000,Online,0.202,737,38,5,5,106429
CUST102144,APP202144,09/09/23,52,F,2,Owned,12022,Salaried,200000,Branch,0.183,697,17,5,5,85273
CUST102145,APP202145,26/08/24,52,M,1,Owned,47223,Salaried,165000,Online,0.256,714,24,5,3,310706
CUST102146,APP202146,16/03/24,54,M,2,Rented,28551,Salaried,90000,Partner,0.662,668,41,4,3,132538
CUST102147,APP202147,08/04/24,31,M,2,Rented,37866,Self-employed,100000,Branch,0.161,693,100,4,2,153087
CUST102148,APP202148,07/03/23,30,F,1,Family,16860,Salaried,165000,Online,0.347,607,43,2,1,35645
CUST102149,APP202149,17/11/24,35,M,3,Owned,54499,Self-employed,155000,Partner,0.444,715,88,4,2,287914
CUST102150,APP202150,10/02/23,37,F,1,Owned,72272,Salaried,185000,Partner,0.131,805,64,2,1,177273
CUST102151,APP202151,01/05/23,38,M,2,Owned,11848,Self-employed,95000,Referral,0.144,717,22,8,7,139307
CUST102152,APP202152,03/05/23,29,F,2,Rented,47044,Salaried,165000,Online,0.11,690,55,5,4,252313
CUST102153,APP202153,08/08/24,45,M,1,Owned,19093,Salaried,85000,Online,0.56,757,101,2,1,28925
CUST102154,APP202154,24/04/24,34,M,2,Rented,44261,Salaried,165000,Referral,0.062,785,21,3,1,115930
CUST102155,APP202155,08/02/23,45,M,2,Rented,40142,Self-employed,180000,Online,0.563,,,0,0,0
CUST102156,APP202156,07/06/24,42,M,3,Rented,62158,Salaried,25000,Referral,0.331,715,76,3,3,178992
CUST102157,APP202157,05/03/23,50,M,1,Owned,27102,Salaried,200000,Branch,0.47,,,0,0,0
CUST102158,APP202158,31/07/23,40,F,2,Owned,47613,Salaried,135000,Online,0.393,702,37,4,3,249487
CUST102159,APP202159,11/12/23,41,M,2,Owned,38418,Salaried,35000,Online,0.223,700,69,4,2,240889
CUST102160,APP202160,29/05/24,52,M,2,Rented,38850,Salaried,70000,Online,0.112,856,60,4,4,100403
CUST102161,APP202161,26/11/23,41,F,3,Owned,36815,Salaried,20000,Online,0.382,703,43,4,3,223304
CUST102162,APP202162,13/01/24,55,M,1,Owned,16003,Salaried,90000,Online,0.562,805,63,5,3,96226
CUST102163,APP202163,16/04/24,52,F,1,Family,19279,Salaried,170000,Branch,0.187,678,35,1,1,20555
CUST102164,APP202164,10/12/23,50,F,2,Owned,65296,Self-employed,80000,Online,0.861,695,29,4,2,678473
CUST102165,APP202165,18/11/23,32,M,1,Owned,67665,Salaried,135000,Online,0.056,722,88,3,2,236901
CUST102166,APP202166,01/08/23,38,M,3,Owned,15865,Salaried,190000,Online,0.184,682,18,4,4,81896
CUST102167,APP202167,17/06/23,41,M,2,Rented,44061,Salaried,100000,Partner,0.46,664,14,3,3,206486
CUST102168,APP202168,09/08/24,33,F,2,Owned,14111,Salaried,95000,Online,0.655,,,0,0,0
CUST102169,APP202169,02/02/24,41,M,3,Rented,18620,Salaried,5000,Partner,0.337,738,80,3,1,94906
CUST102170,APP202170,30/03/23,28,F,2,Rented,30174,Salaried,115000,Online,0.287,696,77,3,2,107938
CUST102171,APP202171,26/09/23,27,F,2,Family,12111,Self-employed,45000,Branch,0.459,731,68,4,4,39114
CUST102172,APP202172,30/11/23,43,M,1,Owned,41613,Salaried,140000,Partner,0.064,711,93,4,3,224883
CUST102173,APP202173,28/03/23,52,F,1,Rented,27272,Salaried,100000,Online,0.391,723,10,2,1,92436
CUST102174,APP202174,09/08/23,31,F,1,Owned,24456,Self-employed,80000,Online,0.223,764,85,1,1,53798
CUST102175,APP202175,10/06/24,42,M,2,Owned,20393,Salaried,65000,Online,0.132,,,0,0,0
CUST102176,APP202176,10/06/24,42,F,2,Owned,60246,Salaried,165000,Online,0.045,647,108,3,3,274893
CUST102177,APP202177,05/04/24,45,F,1,Rented,29529,Salaried,15000,Online,0.485,688,60,3,1,72384
CUST102178,APP202178,13/01/24,42,M,2,Owned,50058,Salaried,75000,Online,0.329,660,20,5,5,463328
CUST102179,APP202179,14/02/24,48,M,1,Owned,95961,Salaried,80000,Online,0.169,661,103,6,5,1117535
CUST102180,APP202180,02/06/24,49,M,3,Owned,36445,Salaried,150000,Online,0.355,755,29,14,10,742652
CUST102181,APP202181,28/08/23,33,M,1,Owned,78919,Salaried,125000,Online,0.179,,,1,0,134328
CUST102182,APP202182,05/02/23,38,F,3,Owned,148382,Salaried,70000,Online,0.171,699,17,5,3,751019
CUST102183,APP202183,21/06/23,22,M,2,Owned,45071,Salaried,5000,Referral,0.666,672,88,2,2,98241
CUST102184,APP202184,04/11/23,49,F,2,Owned,35965,Salaried,165000,Partner,0.142,820,40,3,3,121739
CUST102185,APP202185,10/04/24,41,M,1,Owned,38559,Salaried,185000,Online,0.111,665,74,2,1,98490
CUST102186,APP202186,12/02/23,35,M,3,Owned,7044,Salaried,145000,Partner,0.282,759,46,4,3,32140
CUST102187,APP202187,06/01/23,47,F,1,Rented,7580,Self-employed,185000,Online,0.503,673,65,4,3,23786
CUST102188,APP202188,08/06/23,51,F,2,Rented,16733,Salaried,40000,Online,0.209,645,6,4,3,107917
CUST102189,APP202189,23/08/23,35,M,3,Rented,83598,Salaried,5000,Referral,0.179,,,0,0,0
CUST102190,APP202190,14/06/23,43,M,3,Rented,14926,Self-employed,120000,Partner,0.215,663,70,6,5,64341
CUST102191,APP202191,19/08/24,44,M,2,Rented,16491,Salaried,5000,Online,0.225,761,83,3,3,53082
CUST102192,APP202192,17/04/23,33,M,3,Owned,49686,Self-employed,50000,Online,0.484,730,33,1,0,14776
CUST102193,APP202193,16/08/24,42,M,2,Rented,7183,Salaried,90000,Online,0.083,667,19,3,2,27476
CUST102194,APP202194,18/07/23,57,M,1,Owned,43657,Self-employed,105000,Branch,0.625,744,59,2,1,151213
CUST102195,APP202195,13/08/23,53,F,1,Rented,57407,Salaried,50000,Partner,0.416,716,30,6,4,518481
CUST102196,APP202196,12/09/23,23,M,1,Rented,13317,Self-employed,110000,Online,0.325,,,1,0,51825
CUST102197,APP202197,04/04/23,39,F,1,Rented,24113,Self-employed,45000,Online,0.409,728,75,7,6,195897
CUST102198,APP202198,07/01/23,43,F,2,Rented,38702,Salaried,45000,Online,0.249,686,36,3,1,99673
CUST102199,APP202199,22/01/24,49,M,2,Owned,130586,Salaried,200000,Online,0.214,707,64,4,4,796189
CUST102200,APP202200,03/08/24,50,F,1,Owned,70861,Salaried,195000,Online,0.124,656,34,3,0,388631
CUST102201,APP202201,01/12/23,45,M,3,Owned,51899,Salaried,105000,Online,0.335,674,50,8,3,630242
CUST102202,APP202202,17/05/23,57,F,1,Rented,45562,Salaried,155000,Partner,0.094,,,0,0,0
CUST102203,APP202203,11/04/23,28,M,3,Rented,19856,Salaried,10000,Partner,0.441,678,13,5,3,180296
CUST102204,APP202204,23/10/23,36,M,3,Owned,17540,Self-employed,120000,Partner,0.258,701,35,6,5,106456
CUST102205,APP202205,18/02/24,28,F,3,Family,89680,Salaried,165000,Partner,0.478,690,45,6,3,961455
CUST102206,APP202206,30/06/24,21,M,3,Family,17720,Salaried,55000,Branch,0.377,709,22,3,2,36454
CUST102207,APP202207,28/06/23,25,F,1,Owned,15619,Salaried,5000,Online,0.458,721,35,3,2,81447
CUST102208,APP202208,24/01/24,23,F,2,Rented,16807,Salaried,40000,Online,0.134,740,53,3,2,108482
CUST102209,APP202209,09/03/24,21,M,1,Owned,86104,Salaried,45000,Online,0.086,692,9,3,3,466303
CUST102210,APP202210,09/10/24,24,M,1,Rented,21299,Salaried,105000,Online,0.335,,,1,1,44723
CUST102211,APP202211,02/06/24,55,M,2,Rented,49095,Salaried,110000,Online,0.53,695,22,5,4,372084
CUST102212,APP202212,18/09/24,52,F,1,Rented,19202,Self-employed,145000,Branch,0.426,756,34,5,5,95826
CUST102213,APP202213,03/10/23,54,F,3,Owned,79714,Salaried,200000,Online,0.261,815,114,5,2,536866
CUST102214,APP202214,25/02/23,45,M,3,Family,27082,Self-employed,15000,Online,0.423,713,83,2,2,78501
CUST102215,APP202215,05/11/23,30,M,1,Family,53331,Salaried,125000,Online,0.109,,,0,0,0
CUST102216,APP202216,31/10/24,41,F,2,Rented,26756,Salaried,90000,Online,0.429,,,0,0,0
CUST102217,APP202217,30/07/24,47,M,2,Owned,39912,Salaried,55000,Online,0.192,706,83,5,2,284811
CUST102218,APP202218,02/02/23,47,F,3,Rented,39240,Salaried,150000,Online,0.283,757,65,3,2,151694
CUST102219,APP202219,05/12/23,22,M,2,Rented,11288,Salaried,125000,Branch,0.298,675,81,3,2,40308
CUST102220,APP202220,15/01/23,33,F,1,Family,20274,Salaried,55000,Online,0.257,764,36,6,3,216141
CUST102221,APP202221,24/12/23,29,M,1,Owned,112778,Salaried,170000,Online,0.484,702,110,4,2,417892
CUST102222,APP202222,16/12/24,56,M,1,Owned,98958,Salaried,120000,Branch,0.168,700,66,4,4,506236
CUST102223,APP202223,02/03/23,42,M,3,Rented,32962,Salaried,160000,Online,0.259,761,44,2,1,32497
CUST102224,APP202224,31/10/24,46,M,1,Owned,33479,Salaried,15000,Online,0.218,699,39,2,2,20194
CUST102225,APP202225,01/09/23,32,F,1,Rented,45625,Salaried,125000,Online,0.103,772,52,6,4,166381
CUST102226,APP202226,23/03/24,37,M,3,Owned,73081,Salaried,100000,Partner,0.147,,,1,0,57514
CUST102227,APP202227,30/11/23,34,F,3,Rented,14050,Salaried,100000,Partner,0.118,709,109,1,1,25714
CUST102228,APP202228,21/03/24,34,M,3,Rented,12418,Salaried,85000,Online,0.476,703,56,5,5,39310
CUST102229,APP202229,11/11/23,54,M,2,Rented,35015,Salaried,100000,Branch,0.122,703,115,5,4,294595
CUST102230,APP202230,05/07/24,40,M,2,Rented,82301,Salaried,90000,Partner,0.074,690,99,4,3,342469
CUST102231,APP202231,12/05/24,31,F,2,Family,46244,Salaried,70000,Partner,0.204,,,0,0,0
CUST102232,APP202232,21/11/23,36,M,1,Rented,69299,Salaried,170000,Partner,0.354,,,0,0,0
CUST102233,APP202233,13/08/23,51,M,2,Owned,18819,Salaried,80000,Online,0.304,716,19,1,0,31695
CUST102234,APP202234,31/03/23,26,F,1,Rented,45829,Salaried,160000,Partner,0.079,754,73,4,3,273415
CUST102235,APP202235,11/11/23,39,M,1,Owned,38198,Salaried,40000,Online,0.297,,,0,0,0
CUST102236,APP202236,17/01/23,57,M,3,Owned,35310,Salaried,80000,Online,0.419,761,52,4,3,137443
CUST102237,APP202237,10/09/23,24,M,1,Family,33188,Salaried,195000,Online,0.043,,,0,0,0
CUST102238,APP202238,14/05/23,24,M,3,Rented,112632,Self-employed,190000,Online,0.374,701,36,2,2,184978
CUST102239,APP202239,14/09/24,40,F,1,Owned,12747,Salaried,20000,Referral,0.568,,,0,0,0
CUST102240,APP202240,25/04/24,30,M,1,Rented,11193,Salaried,175000,Branch,0.395,681,105,3,3,44699
CUST102241,APP202241,24/12/23,44,M,2,Rented,31136,Self-employed,140000,Online,0.108,758,92,4,3,98504
CUST102242,APP202242,08/10/24,55,M,2,Family,58746,Salaried,70000,Online,0.235,,,0,0,0
CUST102243,APP202243,19/06/24,46,M,2,Owned,23597,Salaried,25000,Online,0.181,682,36,4,2,106064
CUST102244,APP202244,15/12/24,57,M,3,Rented,62995,Salaried,10000,Online,0.312,702,91,5,4,228062
CUST102245,APP202245,09/10/23,41,F,1,Owned,74840,Salaried,120000,Partner,0.678,717,54,6,2,476633
CUST102246,APP202246,10/03/23,41,M,3,Owned,31613,Self-employed,15000,Online,0.3,,,1,1,66169
CUST102247,APP202247,06/12/23,30,M,1,Owned,142448,Self-employed,115000,Online,0.19,,,0,0,0
CUST102248,APP202248,17/10/24,24,F,3,Owned,41739,Salaried,55000,Partner,0.479,751,88,1,1,12349
CUST102249,APP202249,24/03/23,40,M,1,Rented,50181,Salaried,190000,Online,0.261,757,54,4,4,180206
CUST102250,APP202250,08/07/23,37,F,3,Rented,25918,Salaried,175000,Online,0.151,780,43,2,2,96679
CUST102251,APP202251,05/12/23,27,M,2,Owned,13384,Salaried,5000,Online,0.284,698,67,3,1,47538
CUST102252,APP202252,02/04/24,24,F,1,Owned,7951,Salaried,30000,Partner,0.563,688,40,5,3,102095
CUST102253,APP202253,08/11/23,49,M,3,Owned,12445,Salaried,30000,Online,0.556,742,41,8,8,81304
CUST102254,APP202254,11/02/24,34,M,1,Owned,34384,Salaried,200000,Branch,0.123,707,109,2,1,107490
CUST102255,APP202255,03/03/23,23,M,1,Owned,13159,Self-employed,130000,Online,0.421,741,110,8,6,105322
CUST102256,APP202256,04/11/23,44,M,3,Owned,36320,Self-employed,175000,Online,0.472,,,0,0,0
CUST102257,APP202257,07/11/24,57,M,1,Rented,33886,Salaried,65000,Online,0.357,682,60,3,2,108022
CUST102258,APP202258,29/08/23,36,M,1,Family,7055,Salaried,125000,Referral,0.364,718,106,3,2,72574
CUST102259,APP202259,02/08/24,24,M,2,Owned,69632,Self-employed,110000,Online,0.368,683,38,2,0,252852
CUST102260,APP202260,21/09/23,44,M,3,Owned,40197,Self-employed,85000,Partner,0.234,867,118,9,7,453961
CUST102261,APP202261,22/06/23,54,M,1,Rented,43371,Salaried,70000,Referral,0.685,683,12,3,2,184025
CUST102262,APP202262,16/09/23,50,F,2,Family,125296,Salaried,15000,Online,0.357,706,27,3,1,567645
CUST102263,APP202263,28/08/24,38,F,2,Owned,8176,Self-employed,20000,Online,0.266,719,46,4,4,50994
CUST102264,APP202264,11/05/23,39,M,3,Family,30599,Self-employed,175000,Online,0.22,,,1,1,25863
CUST102265,APP202265,01/03/23,51,M,3,Owned,17921,Self-employed,140000,Online,0.137,712,98,3,1,75782
CUST102266,APP202266,01/02/24,39,M,2,Rented,39279,Salaried,10000,Partner,0.517,722,116,5,4,299972
CUST102267,APP202267,06/05/24,39,M,2,Owned,12618,Salaried,190000,Online,0.207,778,61,1,0,9094
CUST102268,APP202268,30/03/23,42,F,1,Family,52711,Salaried,20000,Online,0.376,,,0,0,0
CUST102269,APP202269,17/02/24,44,M,1,Owned,38839,Self-employed,60000,Partner,0.522,688,94,5,5,252453
CUST102270,APP202270,01/02/24,32,M,2,Rented,17316,Salaried,170000,Online,0.469,678,108,4,3,97521
CUST102271,APP202271,31/05/23,50,F,3,Owned,37072,Salaried,185000,Online,0.341,706,71,7,5,277369
CUST102272,APP202272,04/12/24,51,M,2,Owned,8792,Salaried,150000,Referral,0.3,675,88,3,2,54243
CUST102273,APP202273,25/08/24,56,F,1,Rented,58090,Self-employed,105000,Online,0.142,,,0,0,0
CUST102274,APP202274,29/09/23,39,F,2,Family,35312,Salaried,140000,Partner,0.332,,,0,0,0
CUST102275,APP202275,30/09/23,56,M,2,Family,8765,Salaried,25000,Branch,0.481,884,107,3,2,13455
CUST102276,APP202276,18/07/24,50,M,2,Rented,19133,Salaried,165000,Partner,0.154,685,99,2,1,21906
CUST102277,APP202277,28/09/24,53,M,2,Rented,70299,Salaried,170000,Partner,0.65,765,48,5,4,622155
CUST102278,APP202278,16/05/24,38,M,2,Family,24629,Salaried,160000,Online,0.44,653,96,7,4,227843
CUST102279,APP202279,25/09/24,48,M,1,Owned,6000,Self-employed,135000,Online,0.409,,,0,0,0
CUST102280,APP202280,25/04/23,31,F,3,Owned,33454,Salaried,15000,Partner,0.417,785,58,5,5,331466
